,Unnamed: 0.1,Unnamed: 0,scene_idx,pic_idx,file,cap0,cap1,cap2,cap3,cap4,cap5,train_cap,CIDEr,informative
167,2526,2526,510,0,Scene510_0.png,The girl is giving the boy a pizza.,The boy is wearing sunglasses.,There is a swing set nearby.,The girl holds pizza out to the boy.,The boy is wearing sunglasses.,The boy is standing by the swing set.,family flying plane at the airport.,6.831540419861698e-07,1.0
168,2545,2545,935,9,Scene935_9.png,The boy wears a funny hat.,There is a cup of soda on the desk.,A dog stands across of a bumpy horse from the boy.,The boy is wearing a silly hat.,The dog is looking at the boy.,The soda is on the table.,funny dinosaur playing a game of game.,0.010677145657280883,1.0
169,2546,2546,935,0,Scene935_0.png,The bouncy bee is wearing a pirate hat.,The dog is looking at the bouncy bee.,The boy is sitting on the ground.,The boy wants his pirate hat.,A balloon is landing behind the boy.,The boy's dog is looking for the girl.,animation of dog and cartoon boy flying a plane with plane and plane flying behind him.,0.03893687775148927,1.0
170,2548,2548,935,4,Scene935_4.png,The boy looks mad,The boy is wearing a ball cap with a star on it.,The dog is ignoring the boy.,The dog sees the yellow toy.,The boy wants the dog to play with him.,The boy is wearing a blue hat.,cartoon dog and cat in the forest.,0.04431980944085278,1.0
171,2563,2563,541,8,Scene541_8.png,The girl is on the swing.,The boy is sitting on the ground.,The girl is wearing a pink outfit.,The boy is at the bottom of the slide.,The girl is on the swings.,A tree is near the slide.,a vector illustration of happy kids swinging in the park vector.,0.009368253788137416,0.0
172,2568,2568,541,4,Scene541_4.png,The girl is swinging on the swing.,The boy just slid down the slide.,The boy has his hands in the air.,The girl is swinging but she does not seem to be enjoying herself.,The boy has come down the slide.,The boy wants the girl to play soccer but she does not want to play with him.,animation of kids playing football on a sunny day.,0.004585760797440259,1.0
173,2569,2569,541,3,Scene541_3.png,The boy slid down the slide.,The girl is swinging on the swing set.,The girl seems angry with the boy.,The girl swings on the swing.,The boy is happy to see the girl.,The boy sees a hot air balloon.,children playing in the park vector art illustration.,1.019298640862401e-06,0.0
174,2600,2600,895,1,Scene895_1.png,The boy is wearing a ball cap.,The boy is sitting on the ground.,The girl is scared of the snake.,The green snake got lose in the park.,The girl saw the loose snake and told the boy to catch it.,The cat wanted to play with the snake.,children playing in the forest.,0.005776594007804365,0.0
175,2603,2603,895,8,Scene895_8.png,The boy and the girl are camping.,Suddenly they see a snake.,A cat is sitting by the tent.,A snake has appeared.,The boy and the girl are scared of the snake.,The cat does not care at all about the snake.,girl with umbrella and man standing near the tent.,0.12056304547154206,1.0
176,2606,2606,895,0,Scene895_0.png,The snake scares the girl,The rain scares the boy,There a pale between the boy and the girl,A snake is near the boy and the girl.,The boy is very surprised.,A bucket is near the tree.,cartoon kids walking with dog in the park illustration.,1.5782177471401404e-06,1.0
177,2611,2611,940,7,Scene940_7.png,The girl wears sunglasses,The boy catches the football,The girl is wearing a witch's hat,The boy is holding a football.,The girl is wearing sunglasses.,The girl is wearing a hat.,boy and girl running on the beach.,0.0009287735330617765,1.0
178,2612,2612,940,5,Scene940_5.png,There is a ketchup bottle on the ground.,The girl is sitting in front of a tree.,The boy is showing the girl a ketchup bottle.,There is a hot-air balloon in the sky.,The girl is sitting near the tree.,The girl is waving to the boy.,children having fun in the park vector art illustration.,0.010632232179523493,1.0
179,2617,2617,940,6,Scene940_6.png,The boy is holding the football.,The girl wants to catch the ball.,The sun is shinning.,The boy gives the football to the girl.,The girl is mad the sun is so hot.,The girl jumps in the air.,a cartoon family of four playing football.,0.1379272631187486,1.0
180,2623,2623,917,8,Scene917_8.png,The girl is wearing a chef's hat.,The boy is happy the girl is playing soccer with him.,The girl is kicking the ball to the boy.,The girl is wearing a chef hat.,The boy and the girl are playing with the ball in the rain.,The apples on the tree are red.,cartoon of a family having fun in the garden.,0.012167734894158407,0.0
181,2624,2624,917,2,Scene917_2.png,The girl and the boy is playing in the rain.,The girl Kicks the soccer ball.,The boy cheers the girl on.,The girl is kicking the ball to the boy.,The boy is wearing a baseball hat.,The girl is surprised by the rain.,boy and girl playing football in the park.,0.07808721218735966,1.0
182,2626,2626,917,0,Scene917_0.png,The boy is jumping inthe air.,The girl is kicking the ball.,The dog is standing by the girl.,It is rainy in the park.,The boy wants the girl to kick the soccer ball to him.,The dog watches the boy and the girl play soccer.,children playing soccer on the field.,0.07430372301153322,1.0
183,2693,2693,783,8,Scene783_8.png,The girl is on the slide,The boy is flying a kite,The wind is moving the kite,The girl loves to slide,The boy loves to fly kites,The boy offers to share the kite,boy and girl flying a kite in the park.,0.6719168682909161,0.0
184,2695,2695,783,9,Scene783_9.png,The boy is flying a kite.,The girl is playing on the slide.,The girl and the boy are having fun.,The girl just went down the slide.,The boy is flying a kite.,A snake is slithering by.,kids swinging on the swing in the park vector art illustration.,0.011079706924140583,0.0
185,2697,2697,783,6,Scene783_6.png,The girl is on the slide.,The girl is wearing sunglasses.,The boy is flying the kite.,Flying kites makes the boy angry,The girl is sliding down the slide in the boy's sunglasses,This only adds to the boys anger,a woman with a baby on her back.,0.009920850206144402,1.0
186,2754,2754,700,2,Scene700_2.png,The girl is mad at the boy.,The boy's sad that the girl is angry at him.,The boy and the girl have to share a pie.,The boy and the girl are about to eat some pie.,There is a thunderstorm in the sky.,The boy and the girl are sitting by a campfire.,illustration of kids jumping on a basketball.,0.0009806296970121906,1.0
187,2757,2757,700,6,Scene700_6.png,The girl kicked the ball.,The boy is afraid of fire.,The girl likes playing ball with the boy.,The girl kicks the ball.,The boy made a campfire.,The boy thinks the ball will melt.,boy and girl playing basketball on the grass in the park vector art illustration.,0.021465205274111977,0.0
188,2758,2758,700,4,Scene700_4.png,The girl is warming her hands at the fire.,The boy kicked the basketball.,The ball is in the air.,The boy kicks the ball high.,The girl is standing by the fire.,The sun is behind the big tree.,boy playing with fire in the park.,0.21017057626750715,1.0
189,2893,2893,792,8,Scene792_8.png,The boy is wearing a blue hat.,The girl is holding three balloons.,The boy is drinking a soda.,The girl is running with balloons.,The boy is running with a soda.,The girl and the boy are running to play on the swings.,happy kids having fun on the playground.,0.009147189574971924,1.0
190,2894,2894,792,2,Scene792_2.png,The girl and the boy are having fun onthe swings.,The girl likes the duck.,the owl is looking at the boy.,The boy and the girl are on the swings.,The owl is in the tree.,There is a duck by the tree.,children playing in the park on a sunny day.,0.028999095463824832,0.0
191,2898,2898,792,4,Scene792_4.png,The boy and the girl swing on the swing set.,The boy's cap is on the ground.,A ball is near the slide.,The boy and the girl are playing on the swings.,The boy and the girl are holding hands.,The boy and the girl are smiling.,parents swinging their children in a swing.,0.06983951306843894,1.0
192,2923,2923,802,8,Scene802_8.png,The girl is sad because the boy fell.,The boy fell off the slide.,It starts to rain.,The girl is wearing a chef hat.,The boy slid down the slide.,It is raining at the park today.,illustration of a black woman being hit by a falling waterfall vector.,0.0006877771615876423,1.0
193,2924,2924,802,2,Scene802_2.png,An airplane flies across the sky.,The boy slid down the slide.,The girl has her hair in pig-tails.,The boy is very surprised,The boy is near a dog.,The girl is near the boy.,a vector illustration of happy children playing in the park.,0.003065961687810601,1.0
194,2928,2928,802,4,Scene802_4.png,The boy is afraid of the helicopter.,The girl is afraid of the boy on the slide.,The girl wants to hug the boy.,The boy is playing on the slide.,The girl is sad and crying.,A dog is standing beside the girl.,cute girl feeding dog in the park vector art illustration.,0.016818673425345012,1.0
195,2931,2931,128,7,Scene128_7.png,The boy is playing with a beach ball.,The cat is sitting on top of a bee bouncy toy.,The dog is watching the cat.,The boy is holding the ball.,The rocket is flying in the sky.,The dog is standng next to the boy.,animals on the beach vector art illustration.,0.06032354846841319,1.0
196,2933,2933,128,8,Scene128_8.png,The owl is sitting in the tree.,The rocket ship is in the sky.,The girl is tired of playing soccer.,The girl is wearing sunglasses.,The girl is angry because the rocket is leaving.,The owl is in the tree.,girl playing soccer on the green field.,0.09050719433387282,1.0
197,2934,2934,128,2,Scene128_2.png,The boy is dropping his hotdog.,The girl is jumping inthe air.,The boy is standing next to the tree.,The boy dropped his hot dog.,The girl is jumping toward the rocket.,The boy is running near the tree.,boy and girl playing in the park.,0.000583786374568151,1.0
198,3011,3011,843,7,Scene843_7.png,The girl is wearing a viking helmet.,The boy looks alarmed about the lightning.,The boy is kicking a soccer ball.,The girl and the boy are playing soccer,The girl is wearing a viking hat,There is a yellow table behind the girl and the boy,a vector illustration of kids running with a football and a kite.,0.015092750330950363,1.0
199,3013,3013,843,8,Scene843_8.png,The girl is wearing goggles.,The boy is kicking the soccer ball.,The dog is behind the tree.,The boy kicked the soccer ball to the girl.,The girl is going to catch the soccer ball.,Someone is flying a kite in the park.,children playing in the park vector art illustration.,0.06368536428427542,1.0
200,3017,3017,843,6,Scene843_6.png,The girl is wearing a funny hat.,The boy is wearing a helm.,The boy and the girl are playing football.,The boy is wearing a viking hat.,The girl is wearing a colorful hat.,The girl kicked the soccer ball.,girl kicking a soccer ball with boy.,0.1481163210247445,1.0
201,3043,3043,997,8,Scene997_8.png,The snake is in the sand box.,The air plane is in the sky.,The boy is standing on the sand box.,The boy and the girl are afraid of the snake.,The snake is leaving the sandbox.,The boy and the girl hear a helicopter.,boy and girl flying a plane in the sky.,0.2182229101040961,1.0
202,3045,3045,997,9,Scene997_9.png,The girl holds a bat,The girl is afraid of the snake,The boy is beside the girl,The girl and the boy are afraid of the snake.,The girl is playing with a bat.,The boy is jumping up.,children playing on the playground.,0.031143046141792228,0.0
203,3049,3049,997,3,Scene997_3.png,The boy saw the snake.,The girl kicked the snake.,The Pine tree was tall.,The boy is playing in the sandbox.,The girl is kicking the snake.,The sun is behind the clouds.,girl and boy playing in the park.,0.22804389727061825,0.0
204,3064,3064,687,2,Scene687_2.png,The girl is giving the boy a pizza.,The dog is standing next to the girl.,The boy has his arms open.,The boy is waiting to try the pizza.,The girl is carrying the pizza to the boy.,The girl baked the pizza.,grandmother and dog on the beach vector art illustration.,0.019397599760383494,1.0
205,3066,3066,687,0,Scene687_0.png,The girl is holding a pizza.,The boy is sitting on the grass.,The girl is standing by the table.,The girl is holding a pizza.,The boy is sitting in the grass.,A cloud is in front of the sun.,girl sitting on a bench and boy playing on a mobile phone.,0.07486346651770033,1.0
206,3067,3067,687,6,Scene687_6.png,The girl has a pizza.,The boy seems to be happy.,A cloud is in the sky.,The girl is holding out the pizza.,The boy is sitting and waiting for the pizza.,The dog is next to the girl.,vector illustration of a family playing with dog.,0.028594496616108078,1.0
207,3110,3110,864,1,Scene864_1.png,The girl wanted the boy to throw the baseball.,The boy and the girl are playing catch.,A hot air balloon floats by.,The boy kicked the baseball.,The girl threw the frisbee.,The girl is under the balloon.,boy and girl playing with balloons in the park vector art illustration.,0.03164638108685033,1.0
208,3115,3115,864,9,Scene864_9.png,The girl is wearing sun glasses,The girl just threw a frisbee,A plane is flying in the sky,The girl is wearing sun glasses.,The boy is throwing the frisbee.,The air plane is flying in the sky.,family on vacation at the airport.,6.760984164263707e-07,1.0
209,3119,3119,864,3,Scene864_3.png,There is a storm going on.,The boy is running with his dog.,The girl is catching a Frisbee.,There is a helicopter is the sky.,The boy is wearing a red and white hat.,A dog is standing beside the boy.,a vector illustration of kids playing with a dog.,0.07693893280869034,1.0
210,3125,3125,85,9,Scene85_9.png,An owl sits on top of the boy.,The girl is sitting close to the table.,A hamburger is on the table.,The girl looks at the table.,The boy is wearing a rainbow hat.,Someone is flying a kite.,a cartoon boy and girl playing wooden flute together in the park on a sunny day.,0.03194543006458258,1.0
211,3126,3126,85,0,Scene85_0.png,The boy is wearing a crown.,The girl is wearing a pointy hat.,The pizza is on the table.,MIke is king for a day,The girl serves him a burger and pizza,The girl is wearing a witch hat,children playing on the lawn.,0.013099177696202354,0.0
212,3129,3129,85,3,Scene85_3.png,The girl has a hamburger.,There are apples on the apple tree.,There is a baseball on the ground.,The boy wants to play baseball.,The girl wants to eat lunch  not play.,The boy says hello to the girl.,kids playing in the park vector art illustration.,5.789499568117801e-07,0.0
213,3160,3160,282,1,Scene282_1.png,The boy is holding a hamburger.,The boy is sitting on the grass.,The girl is kicking the ball.,The girl is kicking a beach ball.,There is a picnic table near the tree.,The boy is sitting  eating a hamburger.,children playing on a swing under a tree.,0.0341140294907438,1.0
214,3162,3162,282,5,Scene282_5.png,The girl punt a football over a dog.,The boy is grabbing a hamburger off the grill.,A man in a hot air balloon watches the boy and the girl play.,The girl has kicked the football and is worried it will hit the dog.,The boy is grilling hamburgers.,A man in a hot air balloon is waving at the boy and the girl but they do not notice him.,animated tv program flying with a dog.,0.040004701816028526,1.0
215,3165,3165,282,9,Scene282_9.png,The boy holds a hamburger,The boy is between the grill and table,The girl holds the baseball,The boy is making burgers.,The girl wants a burger.,The girl has a baseball.,father and son cooking barbecue on the grill.,0.08958849216546239,1.0
216,3224,3224,525,2,Scene525_2.png,The girl is flying a kite.,The boy has a football.,There is a hamburger on the grill.,The girl is flying a kite.,There is a hamburger on the grill.,The boy and the girl are holding hands.,happy children having fun on the swing in the field.,0.015365874446265748,1.0
217,3225,3225,525,9,Scene525_9.png,The girl is flying a kite.,The girl and the boy are holding hands.,There is a plane in the sky.,The boy is holding the girl's hand.,The girl is flying a kite.,An airplane flies overhead.,couple flying a kite in the sky.,0.9783122482674884,0.0
218,3229,3229,525,3,Scene525_3.png,The cat and dog are watching the boy and the girl.,The boy and the girl are holding hands.,The girl is wearing her crown.,The boy and the girl are holding hands.,The girl is flying a kite.,The boy and the girl are wearing hats,kids playing with a kite.,0.30360089349093655,0.0
219,3293,3293,248,8,Scene248_8.png,The boy and the girl are in the sandbox.,The boy is wearing a baseball cap.,Rain is falling from the cloud.,The boy is wearing the hat.,The boy is sitting in the sand box.,The girl is sitting the sand box.,kids jumping on the roof.,2.4267842756706214e-06,0.0
220,3295,3295,248,9,Scene248_9.png,It is raining on the girl.,The girl is in the sandbox.,The boy is wearing a ball cap.t,The girl is playing in the sandbox.,The girl is upset because it's raining.,The boy was grilling hot dogs.,boy and girl playing in the garden with buckets of water and shovels vector flat design illustration.,0.12509282970250027,1.0
221,3299,3299,248,3,Scene248_3.png,It is raining on the sand box.,The boy and the girl are in the sand box.,The boy is holding a shovel.,The boy is digging in the sandbox.,The girl is sitting beside the boy.,There is lightening in the sky.,boy and girl jumping on a park bench.,0.010628249763594534,0.0
222,3451,3451,983,7,Scene983_7.png,The girl kicked the ball at the boy.,The boy is mad she kicked the ball.,The owl is scared.,The girl kicks the football to the boy,THere's an owl above the girl,The girl is in front of the apple tree,children playing in the garden with apples.,0.0051606546043149034,1.0
223,3454,3454,983,2,Scene983_2.png,The girl is kicking the football,The dog is playing with the soccer ball,The boy is angry because he has no ball,The girl is kicking the football.,The soccer ball is in front of dog.,The boy is wearing a silly hat.,a boy and girl playing soccer on the field.,0.219478900039078,1.0
224,3458,3458,983,4,Scene983_4.png,The girl is wearing sunglasses,The girl kicks a football,The boy holds his hands up,The girl is wearing sun glasses.,The boy is catching the ball.,The girl is kicking the ball.,happy family jumping on the trampoline.,5.573003742720974e-07,1.0
225,3471,3471,559,7,Scene559_7.png,The boy is playing soccer.,The girl is scared of the soccer ball.,The girl is swinging next to a dog.,The boy is kicking a soccer ball.,The dog is brown.,The girl is on the swings.,girl swinging on the swing with her mother.,0.15139345794845627,0.0
226,3473,3473,559,8,Scene559_8.png,A bear holds a hotdog,The boy holds a cup,The girl falls off a swing,The girl is on the swing,The boy is playing soccer with a bear,The girl is crying,family playing in the park illustration.,0.029857778667860248,1.0
227,3478,3478,559,4,Scene559_4.png,The girl is sitting behind the swing.,The boy is kicking the soccer ball.,The boy is holding a cup.,The boy is kicking a soccer ball.,The girl is on the swing.,The boy is drinking a drink.,boy and girl playing football on the playground.,0.019306298587461856,1.0
228,3574,3574,255,2,Scene255_2.png,The girl is holding a football,The boy is wearing a baseball cap,the duck is on the ground,The boy wants the football.,The girl runs to the boy.,The duck follows the girl.,happy family playing together at the playground.,1.4069856480424601e-06,1.0
229,3578,3578,255,4,Scene255_4.png,The girl is mad because the boy has the ball.,The kids are playing under an apple tree.,The duck walks up to the girl.,The apple tree is behind the boy and the girl.,The girl is angry because she wants the ball.,The duck is facing the girl.,kids playing soccer in the park illustration.,0.1352242585666145,1.0
230,3579,3579,255,3,Scene255_3.png,The girl is sad.,The boy is on the slide.,A duck is next to the girl.,The boy is playing on the slide.,The girl is standing by the duck.,The boy is happy  but the girl is crying.,a girl playing with her doll.,0.05872864993956413,0.0
231,3591,3591,419,7,Scene419_7.png,The snake hasa a bat.,The girl is running away from the snake.,The boy is sitting on the ground.,The girl is running away she is scared of snakes.,The boy is also scared of snakes.,The snake is trying to play baseball.,cartoon boy and girl running in the park.,0.08533108547644808,1.0
232,3593,3593,419,8,Scene419_8.png,The girl is running away from the snake.,The boy is looking at the girl.,A balloon is flying above the tent.,The girl runs away from the snake,The boy wants the girl to comeback,The boy is sitting next to the tent,kids playing with hot air balloon in the field.,0.045992316113924334,1.0
233,3595,3595,419,9,Scene419_9.png,The snake is chasing the girl.,The boy wants the snake to stop.,A balloon is in the park today.,The girl is running from the snake.,The boy is wearing a hat of many colors.,The warm  yellow sun is in the sky.,children riding on a tricycle in the park illustration.,0.09328282320888867,0.0
234,3610,3610,433,1,Scene433_1.png,The girl and the boy are playing with the duck.,The boy is wearing a hat.,The girl is wearing purple glasses.,The girl waves hello to the boy.,The blue duck is sitting by the boy.,The girl is wearing sunglasses.,boy and girl walking in the park.,0.00845942878080217,1.0
235,3616,3616,433,0,Scene433_0.png,There is big cloud behind the boy.,The blue duck wants to sit by the boy.,The girl is waving at someone she sees.,The boy is sitting in the grass.,A duck is standing beside the girl.,There is one cloud in the sky.,children playing in the park illustration.,0.025012004899860343,0.0
236,3617,3617,433,6,Scene433_6.png,There's an owl in the tree,The girl is in front of the swingset,The boy looks at the duck,The boy and the girl are watching the duck.,The owl is in the tree.,The duck is watching the girl.,animated kids swinging on a swing.,0.0,1.0
237,3662,3662,809,5,Scene809_5.png,The girl is crying and sad.,A dog is biting the girl.,The boy is very shocked.,The girl sees the green snake.,The boy see the lighting.,The hot air balloon flys by the girl and the boy.,boy and girl running with a kite in the field illustration.,0.008599834408297933,1.0
238,3663,3663,809,8,Scene809_8.png,A rocket flies in the sky.,The girl looks sadly at the dog.,The dog has a ball in front of him.,The boy and the girl are sad because the dog has the ball.,The boy and the girl are playing near the swings.,The rocket soars in the sky.,animals playing in the park on a sunny day.,0.044057152140058835,1.0
239,3665,3665,809,9,Scene809_9.png,The girl and the boy are very sad.,The girl wears a blue hat with a star on it.,The dog wants to play with the baseball.,The boy and the girl are sad the dog took the ball.,The girl is wearing a blue baseball cap.,The boy and the girl are by the swingset.,a young woman playing with her dog in the park.,0.08371495606415431,1.0
240,3690,3690,752,1,Scene752_1.png,The rocket took off without the girl.,The girl is happy the duck and snake returned.,The girl is standing next to the rocking bee.,The snake is beside the duck.,The girl is scared of the snake.,There is a rocket in the sky.,animated frogs running in the grass.,0.009149793018621786,1.0
241,3698,3698,752,4,Scene752_4.png,The girl is sacred of the snake.,There is balloons behind the girl.,The girl is next to the sandbox.,The girl lost her balloons.,The girl is scared by a snake.,The duck does not see the snake.,girl with balloons in the park vector art illustration.,0.09024747735915396,1.0
242,3699,3699,752,3,Scene752_3.png,The girl has lost her balloons.,The snake is in love with the duck.,The duck is afraid of the snake.,The girl is sad and crying.,The snake is beside the girl.,The duck is beside the snake.,person and her friend flying a kite in the park.,0.04178109834157087,1.0
243,3737,3737,259,6,Scene259_6.png,The girl is flying a kite.,A cat is sitting next to the girl.,The girl grilled up some hotdogs.,The girl is flying a kite.,The grill is sitting beside the tent.,A cat is sitting beside the girl.,cartoon girl flying with kite in the field illustration.,0.30977953250583934,1.0
244,3738,3738,259,4,Scene259_4.png,The cat is on the swing.,The girl is flying a kite.,The girl is wearing a ski cap.,The girl and the cat are swinging.,The girl is flying a kite.,The boy is in the tent.,child playing on swing in the park.,0.10970047171333665,0.0
245,3739,3739,259,3,Scene259_3.png,The girl is flying a kite.,The cat is watching the girl.,The fire is in front of the tent.,The girl is flying a kite.,The kitten likes watching the string on the kite.,There is a fire by the tent.,girl and dog near the tent.,0.265182715925488,1.0
246,3812,3812,713,5,Scene713_5.png,A pie is sitting on the ground,The girl is holding a pink shovel.,There is a cat sitting next to the girl.,The girl is in a sand-box.,The girl is holding a shovel.,A cat is near the girl.,girl watering the grass with watering can illustration.,0.0002620295513736955,1.0
247,3814,3814,713,2,Scene713_2.png,The girl is petting the cat.,The girl and the cat are in the sandbox.,There is an air balloon in the sky.,There is a hot-air balloon in the sky.,The girl and the cat are in the sandbox.,The pail and shovel are outside the box.,girl sitting on a swing in the park vector art illustration.,0.031280608996641396,0.0
248,3819,3819,713,3,Scene713_3.png,"""""""Go Kitty!"""" the girl cried alarmed. """"Go get the duck! Quick!""""""",Kitty just sat there and stared.,The girl didn't realize that only girls wearing the magic beanie could see the duck.,An orange cat is in the sandbox.,The girl is wearing a hat with stripes.,A bucket and pail are in the sandbox.,person builds a castle for his princess.,0.00026092799515213777,1.0
249,3853,3853,213,8,Scene213_8.png,The girl is hitting the football.,The boy is wearing sunglasses.,The girl is really angry.,The boy is wearing sunglasses.,The girl is upset that the boy tossed the football her way.,The girl is holding a tennis racket over her head.,family playing football in the park vector art illustration.,0.05426074842019203,0.0
250,3854,3854,213,2,Scene213_2.png,The girl is trying to hit foot ball with raquet.,The boy is wearing a pirates hat.,The girl is upset.,The boy laughs at the girl.,The girl has the wrong ball.,The football is in the air.,animated cartoon girl playing golf on a sunny day.,0.0005034794966283086,1.0
251,3859,3859,213,3,Scene213_3.png,The boy is wearing a glasses.,The boy threw a football at the girl.,The girl has a badminton racquet.,The boy is throwing the ball to the girl.,The boy is wearing sunglasses.,The girl is holding a racket.,boy and girl playing tennis on the green field.,0.0006803869167104332,1.0
252,3883,3883,903,8,Scene903_8.png,The boy has a pirate hat on.,The girl has some balloons.,The boy is holding the cat.,The boy is very angry.,The girl is very happy.,The girl is holding  balloons.,boy and girl playing with a kite.,0.0017865996957808475,0.0
253,3884,3884,903,2,Scene903_2.png,The boy is wearing a pirate hat.,The girl is holding balloons by the apple tree.,The cat sits beside the boy.,The girl is holding four balloons.,The boy is wearing a pirate hat.,The girl is sitting under the apple tree.,animated tv program in the park.,6.261572266100849e-07,1.0
254,3885,3885,903,9,Scene903_9.png,The boy is wearing a pirate hat.,The girl is holding three balloons.,The cat is sitting next to the boy.,The boy is mad that the girl will not share the balloons.,The cat is next to the boy.,The boy is wearing a pirate hat.,kids running with a kite.,0.0017934348116904234,1.0
255,3902,3902,758,5,Scene758_5.png,The girl has fallen down.,The is laughing at the girl.,The boy is flying in a rocket.,The girl has a winter hat on.,A helicopter is in the sky.,A dog is near a cat.,animated tv program on the green field.,0.0031199869861870417,1.0
256,3905,3905,758,9,Scene758_9.png,The girl let go of her balloons.,The cat is not very fond of the dog.,The girl is very upset.,The cat and dog are beside each other.,The girl lost her balloons.,The helicopter and rocket are flying in the sky.,girl with dog on the meadow.,0.021387026626060752,1.0
257,3909,3909,758,3,Scene758_3.png,the helicopter is in the sky,The girl is jumping up,the balloons are in the sky,The girl has lost her balloons.,A rocket flies across the sky.,A helicopter is flying over the girl.,children playing in the park on a sunny day.,0.021778002902344672,1.0
258,3911,3911,204,7,Scene204_7.png,The pie and mustard are on the table.,The cat and dog are looking at the pie.,A hot air balloon flies far away.,The dog and cat smell pie.,The mustard is on the table.,The hot air balloon is far away.,dog and cat sitting on bench in the park vector art illustration.,0.1437256307545733,1.0
259,3915,3915,204,9,Scene204_9.png,The cat is riding the dog.,The girl let go of her kite.,The girl is waiting for the pie to cool.,The girl slips and falls next to a dog.,A cat is riding upon a smiling dog.,A kite harmlessly flies above the girl.,child playing with kite at the playground.,0.129856487940912,1.0
260,3918,3918,204,4,Scene204_4.png,The cat is standing by the tree.,The dog is standing by the pie.,The cat is sitting by the pie.,The girl is mad at the dog.,The dog is trying to eat the pie.,The cat is looking at the dog.,girl and a fire in the forest illustration.,9.445403848544918e-05,1.0
261,4051,4051,515,7,Scene515_7.png,The boy is afraid of the bear.,The girl is afraid of the bear.,The boy and the girl are sittting in the sand box.,The bear is trying to scare the boy and the girl.,The boy and the girl are playing in the sand box.,The girl has a shovel to play with.,children playing in a park.,0.10355212607297978,0.0
262,4055,4055,515,9,Scene515_9.png,The boy is angry with the bear.,The girl is scared of the bear.,The boy and the girl are sitting in the sand box.,The boy and the girl play in the sandbox.,A bear scares the boy and the girl.,The boy is mad at the bear for scaring the girl.,children reading a book on picnic blanket.,0.0,1.0
263,4057,4057,515,6,Scene515_6.png,A big bear scares the girl.,The girl and the boy are sitting in a sandbox.,The girl has a crown on her head.,A bear is in the park!,The boy is in the sandbox.,The girl has a crown on.,bear and bear cubs in the forest.,0.16393611038288933,0.0
264,4083,4083,179,8,Scene179_8.png,The boy is holding a hamburger,The girl is sitting on the ground,owl is the tree,The boy is holding the burger.,The water is sitting on the table.,The owl is sitting in the tree.,family picnic on the nature.,0.02723672106442874,0.0
265,4087,4087,179,6,Scene179_6.png,The girl is sitting under an apple tree.,The boy is holding a burger and a drink.,A play is flying in the sky.,The girl has a pink jumper on.,The boy has a burger in his hand.,The boy is holding a soda-can.,children eating christmas food on the plane.,0.0033713391833537763,1.0
266,4088,4088,179,4,Scene179_4.png,The boy has a hamburger.,The boy is wearing sunglasses.,The plane is flying.,The boy and the girl sit down for lunch.,The boy is eating a hamburger.,A plane flies over the boy and the girl's heads.,the plane flies over the family.,0.8000239991581217,0.0
267,4105,4105,616,9,Scene616_9.png,The girl sits on the ground,The boy holds a basketball,The boy wears a viking hat,The boy is holding a basketball.,There is a campfire by the tree.,The girl looks upset at the boy.,boy playing basketball in the park vector art illustration.,0.16835838323237573,0.0
268,4106,4106,616,0,Scene616_0.png,The girl is playing in the sandbox.,The boy is holding a basketball.,The dog is wearing a blue collar.,The boy offers the girl the baskbetball.,The girl is mad at the boy.,The boy brought his dog to the park.,boy and girl playing with a ball in the park vector art illustration.,0.09799319462034917,1.0
269,4108,4108,616,4,Scene616_4.png,The boy wants to play with the girl.,The girl is angry at the boy.,The dog is standing next to the boy.,The boy is not happy.,The girl is very upset with the boy.,The boy is holding a basketball.,children playing with dog on the lawn.,0.07953684299814531,1.0
270,4133,4133,13,8,Scene13_8.png,The girl is showing the boy what's for lunch.,The boy is happy that lunch is ready.,The girl and the boy are having a picnic.,The girl is happy  she likes pizza.,The boy is wearing a ball cap with a star.,The boy wants a piece of pizza.,happy family running in the park.,0.05340989176273902,1.0
271,4135,4135,13,9,Scene13_9.png,The boy is very happy.,There is a pie on the yellow table.,There is a pizza on the yellow table.,The boy waves hello to the girl.,The girl brought pie for dessert.,The boy and the girl will have a picnic.,parents feeding their baby on the plane.,0.014193536557572026,1.0
272,4136,4136,13,0,Scene13_0.png,The boy is excited to eat some pie.,The girl is excited to eat some pizza.,The boy and the girl are happy to have a picnic.,The boy is excited to have pizza for lunch.,The girl decorated the picnic table with balloons.,The girl brought a picnic to the park.,boy and girl having picnic on the beach vector art illustration.,0.12138378472015564,1.0
273,4141,4141,778,7,Scene778_7.png,The girl is about to catch the ball,The boy is on the swings,The girl is wearing a chef hat,There is a hot air balloon.,The girl dropped the ball.,The boy is on a swing.,cartoon of a mother and daughter having fun at the playground.,0.015707180688822407,1.0
274,4144,4144,778,2,Scene778_2.png,The boy is on the swing.,The girl is playing with a ball.,The boy is sad because he wants the ball.,The boy is on the swing.,The girl is throwing a ball to the boy.,The boy is not happy.,boy and girl playing with a ball in the park on a sunny day.,0.5246054462872305,1.0
275,4147,4147,778,6,Scene778_6.png,The girl has a basketball.,The boy played on the swing set.,The cat was hiding under the tree.,The girl happily tosses a basketball at the boy.,An owl perches on the tree above the girl.,The boy swings in front of an apple tree.,how to create a playground for kids.,0.0007162587347188696,1.0
